5.136,1.0579,-0.8313,0.29682,-1.2918,-0.44019,1.3373,0.6289,1.3758,-0.55065,-1.884,-0.49621,-0.88863,1.8205,-1.645,-0.47597,0.42909,-0.66323,1.6669,1.1313,-0.44439,0.19899,-0.17985,0.6625,0.54555,0
4.4312,-0.002986,0.58528,-2.8838,-1.3384,-3.6923,2.4297,-1.2733,-1.5834,0.33221,-0.54336,-0.26566,0.10905,1.2614,0.82924,-0.63268,0.15744,0.87447,-0.64295,-0.3224,-1.4942,-0.47633,0.56241,0.38043,-1.1383,6
0.13008,-0.48568,1.4139,-2.549,-1.2017,1.7737,-0.68455,1.4435,2.5464,-0.29315,-0.27997,0.25287,-1.1387,0.99658,0.95502,-0.85821,-0.23618,0.39532,-0.41567,0.5474,-0.78426,0.55356,0.36656,-0.045993,1.246,2
-2.2956,-0.18783,2.9216,-2.1031,-0.77336,0.16571,-0.55557,0.20924,-1.6878,1.3165,1.0978,-0.35465,1.0292,0.48763,0.0061608,-1.6037,0.39132,-0.5945,0.49154,-2.0156,-0.79561,0.0051465,-0.46576,1.2728,0.00738,6
-1.4855,2.6532,2.3334,0.90713,2.0168,1.5254,1.5932,1.2841,0.55138,-2.2033,0.40075,-1.2888,0.30262,-0.27535,0.48933,-1.2286,-0.40075,0.31556,-0.11405,1.0079,0.62332,0.1704,0.054324,0.14736,0.336,7
-1.6849,-0.0050519,-0.36733,0.5112,-0.068658,0.90773,-0.54028,-2.236,0.26399,0.012462,0.04354,0.38789,1.0174,-0.64319,-0.77373,0.41054,0.8916,-0.88218,1.5942,-0.74753,0.24241,-0.70165,-0.48919,-0.35094,-0.39496,8
-0.6077,0.71338,-1.4111,-2.6968,-0.021817,-0.010628,-0.31466,-1.1427,-0.32052,-0.68994,-0.69891,1.6162,0.79613,-0.84832,-0.84203,0.44319,-0.38204,-1.5352,0.043268,-0.13812,1.6226,-0.36191,-1.0107,1.3522,-1.7126,6
-1.7912,-0.89091,-2.2708,-0.27314,0.80622,-1.6927,-0.99736,0.73642,-0.94475,-1.5465,1.6236,0.11937,0.40136,-0.10592,1.5063,2.0482,0.33835,-0.92317,1.3091,-0.87126,0.12536,0.055286,-0.60242,-0.3875,-0.31273,3
0.84793,0.55155,0.6363,1.6502,-1.975,1.929,0.17272,-3.1706,-0.95666,0.12696,0.1387,-0.57395,0.56048,-0.84153,-1.3227,-0.53963,1.2245,0.5885,1.0458,0.10527,1.0728,-0.018563,-1.3662,-0.52466,-0.85541,8
7.264,-2.3903,-1.4168,-0.095313,2.7854,1.4942,1.8673,-1.2031,-0.15242,-0.02474,-0.15836,1.9711,-0.36951,0.87275,1.1644,-1.1976,0.68859,-0.64082,-0.69561,0.45158,1.1726,-1.3351,0.27053,-0.18977,-0.50034,0
-3.3118,-2.5137,1.0166,-1.356,1.4732,0.66299,-0.58868,0.024564,-1.0166,-0.30124,-0.80489,-0.84706,-1.3328,-0.55127,-1.3337,-0.30577,0.6376,-0.031889,0.45126,0.098801,0.39489,0.30989,-0.030785,-0.73852,-0.17822,1
-2.1032,0.95234,0.86914,0.35112,0.50273,3.2103,1.0488,0.23797,0.31529,-1.0437,-0.71143,-2.3286,-0.27565,-0.49852,1.2344,0.88405,0.65296,-0.52249,0.047367,0.91433,1.3354,-0.14801,-0.24337,0.21372,0.37446,7
-0.026025,-2.7019,-3.402,-0.30714,-1.0428,-0.57055,1.8084,1.0082,-2.5429,-1.1886,0.62046,0.38274,0.56217,-1.169,-0.67792,-0.95838,-0.29945,-0.1443,-1.1419,-1.0791,0.52436,0.33105,-0.69491,0.28512,0.46841,8
-0.93386,-2.2109,-0.31327,2.3758,-0.20496,-1.463,1.3969,1.5598,1.5231,0.59579,0.99446,0.85361,-1.1133,-0.20209,-1.427,1.1587,-0.38456,-0.29884,1.0507,0.56467,0.56216,0.40077,1.5431,0.50677,-0.24129,3
1.177,0.65031,2.0897,-1.5793,-1.2519,0.57878,-0.49478,0.32143,3.2295,1.2661,0.47146,-0.24492,0.27474,1.052,-0.094844,-0.43982,0.50492,0.9146,-0.44539,0.69048,-1.1824,1.104,-0.92973,-0.8107,-0.34872,2
0.15182,1.9729,-0.84864,0.5253,1.1365,-1.5271,1.3239,0.45567,1.5866,-1.1745,-0.50106,0.44175,-0.98023,-0.92237,-1.1945,0.32676,-1.1175,-1.165,1.2067,0.13052,-0.64616,1.0623,0.054156,-0.13815,-0.90159,7
0.24536,0.89705,1.2219,2.9888,-0.79199,-1.0003,-1.4037,-1.5996,0.04389,0.042829,0.22118,1.3816,-1.6787,-0.38367,1.1481,-0.052701,0.96891,-1.5667,0.12091,-0.73898,-0.088695,0.85762,0.43491,1.0262,-0.56301,5
-2.4621,1.0328,1.8739,1.1473,0.81638,1.6085,0.94297,1.5457,0.065885,-2.0006,-0.13874,-0.81955,0.4522,0.031232,1.0726,0.41357,0.23369,0.7944,0.11312,1.0203,0.52564,-1.1036,0.27758,0.68466,-0.075632,9
0.20451,0.6999,3.1536,-1.5526,-3.4679,-2.0603,1.6625,0.98453,-0.50893,-0.2172,0.88461,-1.2427,0.081983,0.22519,-1.3039,0.45604,1.2415,0.82226,-0.48764,-0.96722,0.85811,0.40317,0.34363,-0.39168,-0.64836,6
-2.6399,-0.82733,-0.83884,0.25283,0.11364,-2.1077,1.4219,-0.92672,0.4308,2.5944,0.93635,0.71416,0.93994,-0.76279,0.77381,-0.22692,-0.75044,1.1008,0.48929,1.1003,0.54806,-0.34114,-0.83302,0.041725,0.11147,1
6.028,-1.241,0.23533,0.62093,1.8237,0.41088,1.07,-2.1806,0.22486,-0.51513,-1.7975,-0.30351,0.33391,2.0029,-0.11386,-0.30585,0.023452,-0.33235,0.77724,1.5397,0.063267,0.15974,-0.69612,0.031672,0.6627,0
-1.0498,-1.1729,4.4218,0.96964,0.11642,2.4284,-0.12463,2.9116,-1.2775,0.51113,0.35596,1.7228,-0.30023,-1.7799,2.3023,-1.026,-0.1927,0.57683,0.84335,-0.72154,0.2401,0.19484,-0.071157,0.25496,1.0934,5
0.44206,1.5602,2.8071,1.955,-1.1841,1.6708,0.73413,-1.568,0.44688,-0.61589,0.51356,-2.0359,0.5824,0.36307,0.48584,-0.16869,0.22034,-0.30127,0.19816,-1.3782,0.12792,-0.1906,-0.7423,-0.084517,0.35742,8
-0.8193,-1.0348,3.4792,0.51359,-1.0719,1.8559,-1.4658,-1.3083,-0.34078,-0.24512,0.73395,-1.0102,1.7066,-1.3692,0.60878,1.4523,-0.17865,0.35432,-0.10892,0.36076,-0.068632,-0.00084749,0.63527,0.60065,-1.0682,8
-0.24473,-1.3485,-2.2555,-0.38529,0.16261,-0.20053,-1.4495,-1.9772,1.2388,0.45698,0.88039,-0.51246,-0.53751,-0.43569,0.43895,-1.698,0.26337,0.33403,0.54612,-0.93197,-1.1959,0.10847,-1.3514,-0.42754,-1.4414,5
2.9362,0.57172,2.8937,-0.92615,3.2469,-1.3266,-1.071,-0.72539,-0.57639,1.297,-0.41432,0.23776,-2.0145,-1.2405,1.6875,0.55901,0.081435,0.0762,0.49184,-0.76253,0.71862,-0.78474,-0.55581,-0.54584,-0.07513,0
1.8246,-2.741,-1.9653,-0.334,0.39891,0.73214,-1.2815,0.25998,-0.29066,-2.0116,-0.6423,0.6,1.7486,1.855,0.20365,-0.10302,-0.61305,0.31001,2.0027,-1.5324,-1.113,0.84162,-0.01626,-0.27786,-1.1181,8
-1.1993,-1.1164,0.46559,1.0184,-0.25232,-0.070072,2.8492,-1.1941,0.48505,-0.048019,-1.903,-0.70177,-0.87381,0.34055,1.4525,-0.66441,-0.82685,1.7432,-0.001917,0.29648,0.28446,0.63703,0.0030913,-1.3952,-0.19291,2
